{'loss': '0.2348', 'grad_norm': '0.6887', 'learning_rate': '7.723e-05', 'entropy': '0.2509', 'num_tokens': '2.167e+05', 'mean_token_accuracy': '0.9449', 'epoch': '1.146'}
{'loss': '0.05734', 'grad_norm': '0.6091', 'learning_rate': '1.708e-05', 'entropy': '0.08175', 'num_tokens': '7.869e+05', 'mean_token_accuracy': '0.9834', 'epoch': '4.153'}
{'loss': '0.05793', 'grad_norm': '0.5156', 'learning_rate': '1.693e-05', 'entropy': '0.08721', 'num_tokens': '7.882e+05', 'mean_token_accuracy': '0.984', 'epoch': '4.161'}
{'loss': '0.0485', 'grad_norm': '0.4306', 'learning_rate': '1.679e-05', 'entropy': '0.0757', 'num_tokens': '7.895e+05', 'mean_token_accuracy': '0.9863', 'epoch': '4.168'}
{'loss': '0.04558', 'grad_norm': '0.4495', 'learning_rate': '1.664e-05', 'entropy': '0.06344', 'num_tokens': '7.909e+05', 'mean_token_accuracy': '0.9846', 'epoch': '4.175'}
{'loss': '0.04882', 'grad_norm': '0.4079', 'learning_rate': '1.65e-05', 'entropy': '0.07592', 'num_tokens': '7.923e+05', 'mean_token_accuracy': '0.9867', 'epoch': '4.182'}
{'loss': '0.05542', 'grad_norm': '0.5125', 'learning_rate': '1.635e-05', 'entropy': '0.07842', 'num_tokens': '7.937e+05', 'mean_token_accuracy': '0.9837', 'epoch': '4.19'}
{'loss': '0.04942', 'grad_norm': '0.5013', 'learning_rate': '1.62e-05', 'entropy': '0.07312', 'num_tokens': '7.951e+05', 'mean_token_accuracy': '0.9853', 'epoch': '4.197'}
{'loss': '0.04979', 'grad_norm': '0.5698', 'learning_rate': '1.606e-05', 'entropy': '0.06438', 'num_tokens': '7.963e+05', 'mean_token_accuracy': '0.9828', 'epoch': '4.204'}
{'loss': '0.05081', 'grad_norm': '0.6322', 'learning_rate': '1.591e-05', 'entropy': '0.0766', 'num_tokens': '7.975e+05', 'mean_token_accuracy': '0.9857', 'epoch': '4.212'}
{'loss': '0.1009', 'grad_norm': '0.8049', 'learning_rate': '1.577e-05', 'entropy': '0.1085', 'num_tokens': '7.991e+05', 'mean_token_accuracy': '0.9789', 'epoch': '4.219'}
{'loss': '0.08213', 'grad_norm': '0.5133', 'learning_rate': '1.562e-05', 'entropy': '0.09675', 'num_tokens': '8.008e+05', 'mean_token_accuracy': '0.9808', 'epoch': '4.226'}
{'loss': '0.05731', 'grad_norm': '0.6276', 'learning_rate': '1.547e-05', 'entropy': '0.08066', 'num_tokens': '8.023e+05', 'mean_token_accuracy': '0.9823', 'epoch': '4.234'}
{'loss': '0.07429', 'grad_norm': '0.4802', 'learning_rate': '1.533e-05', 'entropy': '0.1212', 'num_tokens': '8.037e+05', 'mean_token_accuracy': '0.9828', 'epoch': '4.241'}
{'loss': '0.04198', 'grad_norm': '0.5232', 'learning_rate': '1.518e-05', 'entropy': '0.06116', 'num_tokens': '8.051e+05', 'mean_token_accuracy': '0.9863', 'epoch': '4.248'}
{'loss': '0.04615', 'grad_norm': '0.3602', 'learning_rate': '1.504e-05', 'entropy': '0.06416', 'num_tokens': '8.065e+05', 'mean_token_accuracy': '0.9851', 'epoch': '4.255'}
{'loss': '0.05486', 'grad_norm': '0.4095', 'learning_rate': '1.489e-05', 'entropy': '0.08102', 'num_tokens': '8.079e+05', 'mean_token_accuracy': '0.985', 'epoch': '4.263'}
{'loss': '0.05616', 'grad_norm': '0.5362', 'learning_rate': '1.474e-05', 'entropy': '0.08798', 'num_tokens': '8.093e+05', 'mean_token_accuracy': '0.9849', 'epoch': '4.27'}
{'loss': '0.06586', 'grad_norm': '0.6678', 'learning_rate': '1.46e-05', 'entropy': '0.07711', 'num_tokens': '8.106e+05', 'mean_token_accuracy': '0.9813', 'epoch': '4.277'}
{'loss': '0.06995', 'grad_norm': '0.6052', 'learning_rate': '1.445e-05', 'entropy': '0.1003', 'num_tokens': '8.12e+05', 'mean_token_accuracy': '0.9825', 'epoch': '4.285'}
{'loss': '0.0471', 'grad_norm': '0.475', 'learning_rate': '1.431e-05', 'entropy': '0.07133', 'num_tokens': '8.134e+05', 'mean_token_accuracy': '0.9874', 'epoch': '4.292'}
{'loss': '0.09763', 'grad_norm': '0.5496', 'learning_rate': '1.416e-05', 'entropy': '0.0964', 'num_tokens': '8.151e+05', 'mean_token_accuracy': '0.9804', 'epoch': '4.299'}
{'loss': '0.04825', 'grad_norm': '0.4986', 'learning_rate': '1.401e-05', 'entropy': '0.06851', 'num_tokens': '8.164e+05', 'mean_token_accuracy': '0.984', 'epoch': '4.307'}
{'loss': '0.06588', 'grad_norm': '0.5466', 'learning_rate': '1.387e-05', 'entropy': '0.09887', 'num_tokens': '8.178e+05', 'mean_token_accuracy': '0.9835', 'epoch': '4.314'}
{'loss': '0.0604', 'grad_norm': '0.6325', 'learning_rate': '1.372e-05', 'entropy': '0.08432', 'num_tokens': '8.193e+05', 'mean_token_accuracy': '0.9833', 'epoch': '4.321'}
{'loss': '0.05243', 'grad_norm': '0.5396', 'learning_rate': '1.358e-05', 'entropy': '0.08092', 'num_tokens': '8.207e+05', 'mean_token_accuracy': '0.9857', 'epoch': '4.328'}
{'loss': '0.04959', 'grad_norm': '0.4933', 'learning_rate': '1.343e-05', 'entropy': '0.07307', 'num_tokens': '8.22e+05', 'mean_token_accuracy': '0.9846', 'epoch': '4.336'}
{'loss': '0.04504', 'grad_norm': '0.4367', 'learning_rate': '1.328e-05', 'entropy': '0.06279', 'num_tokens': '8.235e+05', 'mean_token_accuracy': '0.9859', 'epoch': '4.343'}
{'loss': '0.05267', 'grad_norm': '0.5709', 'learning_rate': '1.314e-05', 'entropy': '0.08162', 'num_tokens': '8.246e+05', 'mean_token_accuracy': '0.9821', 'epoch': '4.35'}
{'loss': '0.04462', 'grad_norm': '0.8367', 'learning_rate': '1.299e-05', 'entropy': '0.06466', 'num_tokens': '8.26e+05', 'mean_token_accuracy': '0.9863', 'epoch': '4.358'}
{'loss': '0.04641', 'grad_norm': '0.4553', 'learning_rate': '1.285e-05', 'entropy': '0.06375', 'num_tokens': '8.272e+05', 'mean_token_accuracy': '0.9875', 'epoch': '4.365'}
{'loss': '0.04574', 'grad_norm': '0.4766', 'learning_rate': '1.27e-05', 'entropy': '0.06929', 'num_tokens': '8.288e+05', 'mean_token_accuracy': '0.9875', 'epoch': '4.372'}
{'loss': '0.05871', 'grad_norm': '0.6154', 'learning_rate': '1.255e-05', 'entropy': '0.08105', 'num_tokens': '8.303e+05', 'mean_token_accuracy': '0.9844', 'epoch': '4.38'}
{'loss': '0.07836', 'grad_norm': '0.48', 'learning_rate': '1.241e-05', 'entropy': '0.1067', 'num_tokens': '8.319e+05', 'mean_token_accuracy': '0.9832', 'epoch': '4.387'}
{'loss': '0.04898', 'grad_norm': '0.5319', 'learning_rate': '1.226e-05', 'entropy': '0.07263', 'num_tokens': '8.333e+05', 'mean_token_accuracy': '0.9848', 'epoch': '4.394'}
{'loss': '0.05216', 'grad_norm': '0.492', 'learning_rate': '1.212e-05', 'entropy': '0.07762', 'num_tokens': '8.348e+05', 'mean_token_accuracy': '0.9831', 'epoch': '4.401'}
{'loss': '0.1076', 'grad_norm': '0.5336', 'learning_rate': '1.197e-05', 'entropy': '0.1022', 'num_tokens': '8.364e+05', 'mean_token_accuracy': '0.9775', 'epoch': '4.409'}
{'loss': '0.05564', 'grad_norm': '0.4655', 'learning_rate': '1.182e-05', 'entropy': '0.07043', 'num_tokens': '8.377e+05', 'mean_token_accuracy': '0.9861', 'epoch': '4.416'}
{'loss': '0.04342', 'grad_norm': '0.5652', 'learning_rate': '1.168e-05', 'entropy': '0.06656', 'num_tokens': '8.392e+05', 'mean_token_accuracy': '0.9857', 'epoch': '4.423'}
{'loss': '0.05869', 'grad_norm': '0.5477', 'learning_rate': '1.153e-05', 'entropy': '0.09187', 'num_tokens': '8.405e+05', 'mean_token_accuracy': '0.9831', 'epoch': '4.431'}
{'loss': '0.06598', 'grad_norm': '0.6016', 'learning_rate': '1.139e-05', 'entropy': '0.09055', 'num_tokens': '8.418e+05', 'mean_token_accuracy': '0.9806', 'epoch': '4.438'}
{'loss': '0.07107', 'grad_norm': '0.6775', 'learning_rate': '1.124e-05', 'entropy': '0.102', 'num_tokens': '8.431e+05', 'mean_token_accuracy': '0.9861', 'epoch': '4.445'}
{'loss': '0.04693', 'grad_norm': '0.4498', 'learning_rate': '1.109e-05', 'entropy': '0.0696', 'num_tokens': '8.446e+05', 'mean_token_accuracy': '0.9861', 'epoch': '4.453'}
{'loss': '0.05368', 'grad_norm': '0.7045', 'learning_rate': '1.095e-05', 'entropy': '0.07173', 'num_tokens': '8.461e+05', 'mean_token_accuracy': '0.9864', 'epoch': '4.46'}
{'loss': '0.05635', 'grad_norm': '0.5237', 'learning_rate': '1.08e-05', 'entropy': '0.07405', 'num_tokens': '8.474e+05', 'mean_token_accuracy': '0.9833', 'epoch': '4.467'}
{'loss': '0.05185', 'grad_norm': '0.5509', 'learning_rate': '1.066e-05', 'entropy': '0.06509', 'num_tokens': '8.487e+05', 'mean_token_accuracy': '0.9861', 'epoch': '4.474'}
{'loss': '0.05895', 'grad_norm': '0.5145', 'learning_rate': '1.051e-05', 'entropy': '0.08601', 'num_tokens': '8.503e+05', 'mean_token_accuracy': '0.9847', 'epoch': '4.482'}
{'loss': '0.07414', 'grad_norm': '0.5511', 'learning_rate': '1.036e-05', 'entropy': '0.0922', 'num_tokens': '8.517e+05', 'mean_token_accuracy': '0.9834', 'epoch': '4.489'}
{'loss': '0.04841', 'grad_norm': '0.5624', 'learning_rate': '1.022e-05', 'entropy': '0.06588', 'num_tokens': '8.529e+05', 'mean_token_accuracy': '0.9837', 'epoch': '4.496'}
{'loss': '0.05603', 'grad_norm': '0.5169', 'learning_rate': '1.007e-05', 'entropy': '0.08278', 'num_tokens': '8.544e+05', 'mean_token_accuracy': '0.985', 'epoch': '4.504'}
{'loss': '0.05056', 'grad_norm': '0.4924', 'learning_rate': '9.927e-06', 'entropy': '0.07784', 'num_tokens': '8.557e+05', 'mean_token_accuracy': '0.9855', 'epoch': '4.511'}
{'loss': '0.04912', 'grad_norm': '0.4138', 'learning_rate': '9.781e-06', 'entropy': '0.07856', 'num_tokens': '8.57e+05', 'mean_token_accuracy': '0.9871', 'epoch': '4.518'}
{'loss': '0.04903', 'grad_norm': '0.4622', 'learning_rate': '9.635e-06', 'entropy': '0.07696', 'num_tokens': '8.584e+05', 'mean_token_accuracy': '0.9867', 'epoch': '4.526'}
{'loss': '0.05439', 'grad_norm': '0.6329', 'learning_rate': '9.489e-06', 'entropy': '0.08431', 'num_tokens': '8.597e+05', 'mean_token_accuracy': '0.9858', 'epoch': '4.533'}
{'loss': '0.05423', 'grad_norm': '0.453', 'learning_rate': '9.343e-06', 'entropy': '0.07607', 'num_tokens': '8.613e+05', 'mean_token_accuracy': '0.9838', 'epoch': '4.54'}
{'loss': '0.04953', 'grad_norm': '0.5002', 'learning_rate': '9.197e-06', 'entropy': '0.07711', 'num_tokens': '8.626e+05', 'mean_token_accuracy': '0.9866', 'epoch': '4.547'}
{'loss': '0.06287', 'grad_norm': '0.4805', 'learning_rate': '9.051e-06', 'entropy': '0.08223', 'num_tokens': '8.639e+05', 'mean_token_accuracy': '0.984', 'epoch': '4.555'}
{'loss': '0.07802', 'grad_norm': '0.5252', 'learning_rate': '8.905e-06', 'entropy': '0.09735', 'num_tokens': '8.655e+05', 'mean_token_accuracy': '0.9795', 'epoch': '4.562'}
{'loss': '0.04934', 'grad_norm': '0.5263', 'learning_rate': '8.759e-06', 'entropy': '0.08313', 'num_tokens': '8.67e+05', 'mean_token_accuracy': '0.9877', 'epoch': '4.569'}
{'loss': '0.04328', 'grad_norm': '0.5234', 'learning_rate': '8.613e-06', 'entropy': '0.06776', 'num_tokens': '8.682e+05', 'mean_token_accuracy': '0.9854', 'epoch': '4.577'}
{'loss': '0.04861', 'grad_norm': '0.6061', 'learning_rate': '8.467e-06', 'entropy': '0.06613', 'num_tokens': '8.693e+05', 'mean_token_accuracy': '0.9843', 'epoch': '4.584'}
{'loss': '0.05067', 'grad_norm': '0.541', 'learning_rate': '8.321e-06', 'entropy': '0.06678', 'num_tokens': '8.706e+05', 'mean_token_accuracy': '0.9864', 'epoch': '4.591'}
{'loss': '0.04734', 'grad_norm': '0.435', 'learning_rate': '8.175e-06', 'entropy': '0.0652', 'num_tokens': '8.72e+05', 'mean_token_accuracy': '0.9862', 'epoch': '4.599'}
{'loss': '0.06559', 'grad_norm': '0.5864', 'learning_rate': '8.029e-06', 'entropy': '0.08961', 'num_tokens': '8.735e+05', 'mean_token_accuracy': '0.9813', 'epoch': '4.606'}
{'loss': '0.06363', 'grad_norm': '0.5958', 'learning_rate': '7.883e-06', 'entropy': '0.0858', 'num_tokens': '8.749e+05', 'mean_token_accuracy': '0.9847', 'epoch': '4.613'}
{'loss': '0.05537', 'grad_norm': '0.5901', 'learning_rate': '7.737e-06', 'entropy': '0.07502', 'num_tokens': '8.761e+05', 'mean_token_accuracy': '0.9852', 'epoch': '4.62'}
{'loss': '0.07708', 'grad_norm': '0.7007', 'learning_rate': '7.591e-06', 'entropy': '0.09848', 'num_tokens': '8.773e+05', 'mean_token_accuracy': '0.9781', 'epoch': '4.628'}
{'loss': '0.08482', 'grad_norm': '0.6333', 'learning_rate': '7.445e-06', 'entropy': '0.09203', 'num_tokens': '8.789e+05', 'mean_token_accuracy': '0.98', 'epoch': '4.635'}
{'loss': '0.04952', 'grad_norm': '0.4704', 'learning_rate': '7.299e-06', 'entropy': '0.06919', 'num_tokens': '8.802e+05', 'mean_token_accuracy': '0.9819', 'epoch': '4.642'}
{'loss': '0.06984', 'grad_norm': '0.5214', 'learning_rate': '7.153e-06', 'entropy': '0.104', 'num_tokens': '8.815e+05', 'mean_token_accuracy': '0.9824', 'epoch': '4.65'}
{'loss': '0.05006', 'grad_norm': '0.4805', 'learning_rate': '7.007e-06', 'entropy': '0.07804', 'num_tokens': '8.828e+05', 'mean_token_accuracy': '0.987', 'epoch': '4.657'}
{'loss': '0.05906', 'grad_norm': '0.7987', 'learning_rate': '6.861e-06', 'entropy': '0.07815', 'num_tokens': '8.842e+05', 'mean_token_accuracy': '0.9827', 'epoch': '4.664'}
{'loss': '0.04878', 'grad_norm': '0.4828', 'learning_rate': '6.715e-06', 'entropy': '0.0717', 'num_tokens': '8.855e+05', 'mean_token_accuracy': '0.9862', 'epoch': '4.672'}
{'loss': '0.05657', 'grad_norm': '0.453', 'learning_rate': '6.569e-06', 'entropy': '0.0771', 'num_tokens': '8.867e+05', 'mean_token_accuracy': '0.984', 'epoch': '4.679'}
{'loss': '0.06826', 'grad_norm': '0.5225', 'learning_rate': '6.423e-06', 'entropy': '0.08788', 'num_tokens': '8.88e+05', 'mean_token_accuracy': '0.9831', 'epoch': '4.686'}
{'loss': '0.05549', 'grad_norm': '0.5312', 'learning_rate': '6.277e-06', 'entropy': '0.08782', 'num_tokens': '8.893e+05', 'mean_token_accuracy': '0.983', 'epoch': '4.693'}
{'loss': '0.05955', 'grad_norm': '0.6712', 'learning_rate': '6.131e-06', 'entropy': '0.0987', 'num_tokens': '8.907e+05', 'mean_token_accuracy': '0.9837', 'epoch': '4.701'}
{'loss': '0.08633', 'grad_norm': '0.4947', 'learning_rate': '5.985e-06', 'entropy': '0.1312', 'num_tokens': '8.921e+05', 'mean_token_accuracy': '0.9807', 'epoch': '4.708'}
{'loss': '0.05872', 'grad_norm': '0.498', 'learning_rate': '5.839e-06', 'entropy': '0.07969', 'num_tokens': '8.934e+05', 'mean_token_accuracy': '0.9846', 'epoch': '4.715'}
{'loss': '0.05419', 'grad_norm': '0.4282', 'learning_rate': '5.693e-06', 'entropy': '0.08027', 'num_tokens': '8.949e+05', 'mean_token_accuracy': '0.9812', 'epoch': '4.723'}
{'loss': '0.04424', 'grad_norm': '0.4461', 'learning_rate': '5.547e-06', 'entropy': '0.06682', 'num_tokens': '8.962e+05', 'mean_token_accuracy': '0.9863', 'epoch': '4.73'}
{'loss': '0.04781', 'grad_norm': '0.4826', 'learning_rate': '5.401e-06', 'entropy': '0.07253', 'num_tokens': '8.976e+05', 'mean_token_accuracy': '0.9857', 'epoch': '4.737'}
{'loss': '0.05141', 'grad_norm': '0.4596', 'learning_rate': '5.255e-06', 'entropy': '0.07613', 'num_tokens': '8.988e+05', 'mean_token_accuracy': '0.9835', 'epoch': '4.745'}
{'loss': '0.06607', 'grad_norm': '0.5451', 'learning_rate': '5.109e-06', 'entropy': '0.08387', 'num_tokens': '9.002e+05', 'mean_token_accuracy': '0.9818', 'epoch': '4.752'}
{'loss': '0.05211', 'grad_norm': '0.4326', 'learning_rate': '4.964e-06', 'entropy': '0.07679', 'num_tokens': '9.015e+05', 'mean_token_accuracy': '0.9881', 'epoch': '4.759'}
{'loss': '0.04706', 'grad_norm': '0.5733', 'learning_rate': '4.818e-06', 'entropy': '0.06653', 'num_tokens': '9.029e+05', 'mean_token_accuracy': '0.9847', 'epoch': '4.766'}
{'loss': '0.06755', 'grad_norm': '0.5021', 'learning_rate': '4.672e-06', 'entropy': '0.09666', 'num_tokens': '9.043e+05', 'mean_token_accuracy': '0.9824', 'epoch': '4.774'}
{'loss': '0.04685', 'grad_norm': '0.6166', 'learning_rate': '4.526e-06', 'entropy': '0.06568', 'num_tokens': '9.056e+05', 'mean_token_accuracy': '0.9836', 'epoch': '4.781'}
{'loss': '0.1091', 'grad_norm': '0.751', 'learning_rate': '4.38e-06', 'entropy': '0.1133', 'num_tokens': '9.07e+05', 'mean_token_accuracy': '0.9785', 'epoch': '4.788'} 
{'loss': '0.06282', 'grad_norm': '0.5897', 'learning_rate': '4.234e-06', 'entropy': '0.08961', 'num_tokens': '9.084e+05', 'mean_token_accuracy': '0.9828', 'epoch': '4.796'}
{'loss': '0.04615', 'grad_norm': '0.4529', 'learning_rate': '4.088e-06', 'entropy': '0.06864', 'num_tokens': '9.097e+05', 'mean_token_accuracy': '0.9871', 'epoch': '4.803'}
{'loss': '0.04904', 'grad_norm': '0.485', 'learning_rate': '3.942e-06', 'entropy': '0.07457', 'num_tokens': '9.111e+05', 'mean_token_accuracy': '0.9877', 'epoch': '4.81'}
{'loss': '0.07207', 'grad_norm': '0.6764', 'learning_rate': '3.796e-06', 'entropy': '0.09377', 'num_tokens': '9.123e+05', 'mean_token_accuracy': '0.9819', 'epoch': '4.818'}
{'loss': '0.05441', 'grad_norm': '0.428', 'learning_rate': '3.65e-06', 'entropy': '0.07336', 'num_tokens': '9.137e+05', 'mean_token_accuracy': '0.9869', 'epoch': '4.825'}
{'loss': '0.04269', 'grad_norm': '0.5264', 'learning_rate': '3.504e-06', 'entropy': '0.06441', 'num_tokens': '9.151e+05', 'mean_token_accuracy': '0.9856', 'epoch': '4.832'}
{'loss': '0.07869', 'grad_norm': '0.5307', 'learning_rate': '3.358e-06', 'entropy': '0.1002', 'num_tokens': '9.166e+05', 'mean_token_accuracy': '0.9847', 'epoch': '4.839'}
{'loss': '0.064', 'grad_norm': '0.5797', 'learning_rate': '3.212e-06', 'entropy': '0.08722', 'num_tokens': '9.178e+05', 'mean_token_accuracy': '0.9846', 'epoch': '4.847'}
{'loss': '0.07073', 'grad_norm': '0.6477', 'learning_rate': '3.066e-06', 'entropy': '0.1043', 'num_tokens': '9.191e+05', 'mean_token_accuracy': '0.9817', 'epoch': '4.854'}
{'loss': '0.05716', 'grad_norm': '0.4901', 'learning_rate': '2.92e-06', 'entropy': '0.09342', 'num_tokens': '9.206e+05', 'mean_token_accuracy': '0.9849', 'epoch': '4.861'}
{'loss': '0.04619', 'grad_norm': '0.4872', 'learning_rate': '2.774e-06', 'entropy': '0.0663', 'num_tokens': '9.221e+05', 'mean_token_accuracy': '0.9856', 'epoch': '4.869'}
{'loss': '0.0455', 'grad_norm': '0.4946', 'learning_rate': '2.628e-06', 'entropy': '0.0719', 'num_tokens': '9.238e+05', 'mean_token_accuracy': '0.9844', 'epoch': '4.876'}
{'loss': '0.05049', 'grad_norm': '0.4262', 'learning_rate': '2.482e-06', 'entropy': '0.08478', 'num_tokens': '9.251e+05', 'mean_token_accuracy': '0.9871', 'epoch': '4.883'}
{'loss': '0.09378', 'grad_norm': '0.5519', 'learning_rate': '2.336e-06', 'entropy': '0.09712', 'num_tokens': '9.267e+05', 'mean_token_accuracy': '0.9778', 'epoch': '4.891'}
{'loss': '0.07895', 'grad_norm': '0.5734', 'learning_rate': '2.19e-06', 'entropy': '0.09993', 'num_tokens': '9.281e+05', 'mean_token_accuracy': '0.9802', 'epoch': '4.898'}
{'loss': '0.04802', 'grad_norm': '0.4632', 'learning_rate': '2.044e-06', 'entropy': '0.07426', 'num_tokens': '9.297e+05', 'mean_token_accuracy': '0.9864', 'epoch': '4.905'}
{'loss': '0.04791', 'grad_norm': '0.5674', 'learning_rate': '1.898e-06', 'entropy': '0.07331', 'num_tokens': '9.31e+05', 'mean_token_accuracy': '0.9828', 'epoch': '4.912'}
{'loss': '0.05797', 'grad_norm': '0.5732', 'learning_rate': '1.752e-06', 'entropy': '0.08388', 'num_tokens': '9.323e+05', 'mean_token_accuracy': '0.9823', 'epoch': '4.92'}
{'loss': '0.04997', 'grad_norm': '0.5825', 'learning_rate': '1.606e-06', 'entropy': '0.07668', 'num_tokens': '9.338e+05', 'mean_token_accuracy': '0.983', 'epoch': '4.927'}
{'loss': '0.04487', 'grad_norm': '0.4335', 'learning_rate': '1.46e-06', 'entropy': '0.0594', 'num_tokens': '9.35e+05', 'mean_token_accuracy': '0.9881', 'epoch': '4.934'}
{'loss': '0.04926', 'grad_norm': '0.431', 'learning_rate': '1.314e-06', 'entropy': '0.07763', 'num_tokens': '9.365e+05', 'mean_token_accuracy': '0.9869', 'epoch': '4.942'}
{'loss': '0.08079', 'grad_norm': '0.4943', 'learning_rate': '1.168e-06', 'entropy': '0.09656', 'num_tokens': '9.382e+05', 'mean_token_accuracy': '0.9818', 'epoch': '4.949'}
{'loss': '0.05693', 'grad_norm': '0.4488', 'learning_rate': '1.022e-06', 'entropy': '0.08612', 'num_tokens': '9.395e+05', 'mean_token_accuracy': '0.9841', 'epoch': '4.956'}
{'loss': '0.05233', 'grad_norm': '0.5892', 'learning_rate': '8.759e-07', 'entropy': '0.07969', 'num_tokens': '9.408e+05', 'mean_token_accuracy': '0.9858', 'epoch': '4.964'}
{'loss': '0.1005', 'grad_norm': '0.527', 'learning_rate': '7.299e-07', 'entropy': '0.09884', 'num_tokens': '9.425e+05', 'mean_token_accuracy': '0.9799', 'epoch': '4.971'}
{'loss': '0.04203', 'grad_norm': '0.4924', 'learning_rate': '5.839e-07', 'entropy': '0.06239', 'num_tokens': '9.441e+05', 'mean_token_accuracy': '0.9872', 'epoch': '4.978'}
{'loss': '0.04825', 'grad_norm': '0.4389', 'learning_rate': '4.38e-07', 'entropy': '0.07542', 'num_tokens': '9.456e+05', 'mean_token_accuracy': '0.9863', 'epoch': '4.985'}
{'loss': '0.04904', 'grad_norm': '0.4999', 'learning_rate': '2.92e-07', 'entropy': '0.07709', 'num_tokens': '9.468e+05', 'mean_token_accuracy': '0.9831', 'epoch': '4.993'}
{'loss': '0.05008', 'grad_norm': '0.4627', 'learning_rate': '1.46e-07', 'entropy': '0.06603', 'num_tokens': '9.481e+05', 'mean_token_accuracy': '0.9848', 'epoch': '5'} 
{'train_runtime': '4987', 'train_samples_per_second': '1.099', 'train_steps_per_second': '0.137', 'train_loss': '0.2281', 'epoch': '5'}                                 
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 685/685 [1:23:07<00:00,  7.28s/it]
✅ v2 모델 학습 완료! 저장 경로: ./qwen_v2_semantic_model
Exception ignored in: <function ResourceTracker.__del__ at 0x114fa4d60>
Traceback (most recent call last):
  File "/Users/jhyun/my-ai-helper/.venv/lib/python3.12/site-packages/multiprocess/resource_tracker.py", line 80, in __del__
  File "/Users/jhyun/my-ai-helper/.venv/lib/python3.12/site-packages/multiprocess/resource_tracker.py", line 89, in _stop
  File "/Users/jhyun/my-ai-helper/.venv/lib/python3.12/site-packages/multiprocess/resource_tracker.py", line 102, in _stop_locked
AttributeError: '_thread.RLock' object has no attribute '_recursion_count'
jhyun@Jhyunui-MacBookPro Qwen-2.5-3B-v2 % 
